customerkey,customercode,name,education,occupation
17462,CS28461,Joe Dominguez,Partial College,Manual
17466,CS28465,Wendy Serrano,Bachelors,Clerical
13025,CS24024,Marie Malhotra,Graduate Degree,Clerical
13028,CS24027,Omar Tang,Bachelors,Clerical
13026,CS24025,Eugene Zeng,Graduate Degree,Clerical
5019,CS16018,Emma Henderson,Partial College,Skilled Manual
5020,CS16019,Amber Hernandez,Partial College,Skilled Manual
5023,CS16022,Devin Hernandez,Partial High School,Clerical
5025,CS16024,Isaac Hill,Partial College,Skilled Manual
5061,CS16060,Antonio Griffin,Bachelors,Skilled Manual
5062,CS16061,Miguel Butler,Bachelors,Skilled Manual
5063,CS16062,Katherine Johnson,Bachelors,Skilled Manual
5065,CS16064,Isabella Griffin,Bachelors,Skilled Manual
5066,CS16065,Makayla Torres,Bachelors,Skilled Manual
13386,CS24385,Summer Perez,Partial College,Professional
13388,CS24387,Elijah Mitchell,Bachelors,Management
13389,CS24388,Maria Campbell,Bachelors,Management
13390,CS24389,Xavier Carter,Partial High School,Skilled Manual
13391,CS24390,Carolyn Prasad,High School,Professional
13394,CS24393,Joseph Johnson,Graduate Degree,Management
13401,CS24400,Kaitlyn Parker,Partial College,Professional
13404,CS24403,Gabriel Wright,Partial College,Professional
5067,CS16066,Alex Ramirez,Bachelors,Skilled Manual
5068,CS16067,Maria Butler,Bachelors,Skilled Manual
5069,CS16068,Jerry Shen,Bachelors,Skilled Manual
5071,CS16070,Sierra Phillips,Graduate Degree,Professional
8877,CS19876,Nathan Edwards,Partial College,Professional
8879,CS19878,Morgan Jackson,Partial College,Professional
8880,CS19879,Ian Green,Partial College,Professional
8881,CS19880,Emma Bennett,Partial College,Professional
8882,CS19881,Aidan Long,Bachelors,Management
8884,CS19883,Kevin Young,Bachelors,Management
8886,CS19885,Isaac Turner,High School,Professional
8887,CS19886,Marcus Butler,High School,Professional
8889,CS19888,Carson Washington,Partial College,Professional
8890,CS19889,Catherine Sanders,Partial High School,Skilled Manual
8891,CS19890,Lee Alvarez,Partial High School,Skilled Manual
8892,CS19891,Jennifer Morgan,High School,Professional
8894,CS19893,Evan Baker,High School,Professional
8895,CS19894,Elijah Sharma,High School,Professional
8896,CS19895,Ricky Jimenez,High School,Professional
8897,CS19896,Kaitlyn Thomas,High School,Professional
8981,CS19980,Alexandra Carter,Partial College,Professional
8982,CS19981,Kelly Russell,Graduate Degree,Professional
8983,CS19982,Charles Cox,Graduate Degree,Professional
8985,CS19984,Sara Morris,Bachelors,Skilled Manual
8986,CS19985,Tamara Ma,Bachelors,Skilled Manual
8987,CS19986,Jamie Huang,Bachelors,Skilled Manual
8991,CS19990,Peter Rai,Graduate Degree,Professional
8992,CS19991,Jacob Thomas,Graduate Degree,Professional
8993,CS19992,Stephanie Hill,Graduate Degree,Professional
8995,CS19994,Madeline King,Bachelors,Skilled Manual
8996,CS19995,Jordyn Gonzales,Bachelors,Skilled Manual
8997,CS19996,Grant She,Bachelors,Skilled Manual
9000,CS19999,Danielle Brooks,Bachelors,Professional
9002,CS20001,Jordan Hill,Graduate Degree,Professional
9003,CS20002,Elizabeth White,Graduate Degree,Professional
9005,CS20004,Kaitlin Perez,Graduate Degree,Professional
9006,CS20005,Kevin Zhang,Bachelors,Skilled Manual
9007,CS20006,Grace Morris,Bachelors,Skilled Manual
9010,CS20009,Noah Walker,Graduate Degree,Professional
9011,CS20010,Jackson Carter,Graduate Degree,Professional
9012,CS20011,Eduardo Sanders,Graduate Degree,Professional
9013,CS20012,Jessica Robinson,Graduate Degree,Professional
9015,CS20014,Anne Blanco,Graduate Degree,Professional
9016,CS20015,Jenna King,Graduate Degree,Professional
9017,CS20016,Katherine Kelly,Bachelors,Professional
9018,CS20017,Anna Sanders,Bachelors,Professional
5064,CS16063,Francisco Kapoor,Bachelors,Skilled Manual
13392,CS24391,Marissa Washington,High School,Professional
8883,CS19882,Richard Phillips,Bachelors,Management
8898,CS19897,Gabriella Nelson,Partial College,Professional
8984,CS19983,Michael Martinez,Bachelors,Skilled Manual
8999,CS19998,Laura Liu,High School,Skilled Manual
9014,CS20013,Jocelyn Hughes,Graduate Degree,Professional
5070,CS16069,Brianna Hall,Bachelors,Skilled Manual
8888,CS19887,Olivia Walker,Partial College,Professional
9004,CS20003,Dalton Gonzalez,Graduate Degree,Professional
8878,CS19877,Steve Zheng,Partial College,Professional
8893,CS19892,Richard Campbell,High School,Professional
8994,CS19993,Nathan Russell,Graduate Degree,Professional
9009,CS20008,Jack Foster,Graduate Degree,Professional
18363,CS29362,Emmanuel Chandra,Partial College,Manual
18364,CS29363,Cristina Jai,Partial College,Manual
17559,CS28558,Dawn Stone,Partial High School,Manual
17566,CS28565,James Allen,Partial High School,Manual
17567,CS28566,Colin Sun,Partial High School,Manual
17685,CS28684,Kristi Saunders,High School,Manual
17755,CS28754,Chad Nara,Partial High School,Manual
12227,CS23226,Leonard Xie,High School,Manual
12229,CS23228,Candice Guo,Partial High School,Manual
12230,CS23229,Deborah Raje,Partial High School,Manual
13835,CS24834,Bethany Jai,Graduate Degree,Clerical
13847,CS24846,Naomi Navarro,Bachelors,Management
13865,CS24864,Jeffery Sun,Partial College,Professional
13868,CS24867,Beth Suarez,High School,Professional
13876,CS24875,Darryl Zhang,High School,Management
13880,CS24879,Desiree Munoz,Partial High School,Skilled Manual
13884,CS24883,Stacey Lin,Partial High School,Professional
14306,CS25305,Ivan Rodriguez,Bachelors,Skilled Manual
14307,CS25306,Glenn Zeng,Bachelors,Skilled Manual
14323,CS25322,Tina Perez,Partial College,Clerical
14324,CS25323,Lance Diaz,Partial College,Clerical
14445,CS25444,Meagan Martinez,Graduate Degree,Clerical
14446,CS25445,Grace Cook,Graduate Degree,Clerical
14463,CS25462,Angel Gray,Bachelors,Clerical
13849,CS24848,Jeffery Zhou,High School,Professional
14308,CS25307,Daisy Hernandez,Bachelors,Skilled Manual
14444,CS25443,Stacey Huang,Graduate Degree,Clerical
12222,CS23221,Leonard Rai,Partial High School,Manual
6467,CS17466,Thomas Perez,Graduate Degree,Management
6468,CS17467,Wyatt Hayes,Graduate Degree,Management
6470,CS17469,Ian Perez,Graduate Degree,Management
6472,CS17471,Grace James,Graduate Degree,Management
6473,CS17472,Meredith Torres,Graduate Degree,Management
6474,CS17473,Ebony Blanco,Graduate Degree,Management
6475,CS17474,Jose King,Graduate Degree,Management
6466,CS17465,Arianna Stewart,Partial College,Professional
6471,CS17470,Jaime Carlson,Graduate Degree,Management
6476,CS17475,Jackson Green,Graduate Degree,Management
6584,CS17583,Stephanie Cook,Bachelors,Skilled Manual
6585,CS17584,Lisa Liu,Bachelors,Skilled Manual
6589,CS17588,Gavin Bennett,Graduate Degree,Professional
6590,CS17589,Melanie Brooks,Graduate Degree,Professional
6591,CS17590,Garrett Cox,Graduate Degree,Professional
6592,CS17591,Spencer Hughes,Graduate Degree,Professional
6594,CS17593,Richard Butler,Graduate Degree,Professional
6595,CS17594,Michelle Cook,Graduate Degree,Professional
6593,CS17592,Bryan Sanders,Graduate Degree,Professional
6588,CS17587,Curtis Liang,Graduate Degree,Professional
7057,CS18056,Haley Price,Graduate Degree,Professional
7058,CS18057,Logan Washington,Graduate Degree,Professional
7060,CS18059,Bailey Gonzalez,Partial College,Skilled Manual
7061,CS18060,Sara Carter,Partial College,Skilled Manual
7062,CS18061,Jesse Bailey,High School,Professional
7064,CS18063,Alexandria Ward,Bachelors,Management
7065,CS18064,Catherine Rivera,High School,Professional
320,CS11319,Jade Bailey,Graduate Degree,Management
321,CS11320,Morgan Hill,Graduate Degree,Management
322,CS11321,Terrance Raman,Bachelors,Management
325,CS11324,Zachary Anderson,Bachelors,Management
328,CS11327,Jaime Moreno,Bachelors,Management
330,CS11329,Andy Alvarez,Bachelors,Management
6872,CS17871,Sydney Patterson,Partial College,Skilled Manual
6873,CS17872,Robert Miller,Graduate Degree,Skilled Manual
7050,CS18049,Patrick Watson,High School,Skilled Manual
7051,CS18050,Sara Cooper,Partial College,Skilled Manual
7054,CS18053,Stefanie Smith,Bachelors,Professional
326,CS11325,Elijah Ross,Bachelors,Management
500,CS11499,Pedro Vance,Partial College,Clerical
323,CS11322,Sydney Garcia,Bachelors,Management
7053,CS18052,Maria Young,Partial College,Skilled Manual
7063,CS18062,Dylan Anderson,Bachelors,Management
7351,CS18350,Emma Ross,Partial College,Skilled Manual
7352,CS18351,Alexander Smith,Partial College,Skilled Manual
7353,CS18352,Noah Thomas,Bachelors,Management
7354,CS18353,Robert Anderson,Bachelors,Management
7360,CS18359,Alexandria Bryant,Partial College,Skilled Manual
7362,CS18361,Marcus Simmons,Partial College,Skilled Manual
7361,CS18360,Eric Li,Partial College,Skilled Manual
7358,CS18357,Trinity Reed,Bachelors,Management
2686,CS13685,Briana Torres,Bachelors,Skilled Manual
2697,CS13696,Katherine Edwards,Partial College,Clerical
2589,CS13588,Deb Dominguez,Partial College,Professional
3208,CS14207,José Saraiva,Partial High School,Professional
3423,CS14422,Cara Lu,Bachelors,Management
3426,CS14425,Victor Carlson,High School,Professional
3427,CS14426,Madison Hughes,Partial College,Professional
4102,CS15101,Shawn Shan,Bachelors,Management
2687,CS13686,Peter Jai,Bachelors,Skilled Manual
3199,CS14198,Daisy Romero,High School,Management
3429,CS14428,Cassie Andersen,Partial College,Professional
4101,CS15100,Brenda Chandra,Bachelors,Management
14493,CS25492,Gabriella Sanchez,Bachelors,Skilled Manual
14499,CS25498,Shane Kapoor,Bachelors,Skilled Manual
14636,CS25635,Warren Zhao,Bachelors,Professional
12961,CS23960,Eugene Zheng,Partial College,Clerical
12962,CS23961,Karen Huang,Partial College,Clerical
14603,CS25602,Jermaine Sara,Graduate Degree,Skilled Manual
14652,CS25651,Alvin Yuan,Bachelors,Skilled Manual
14498,CS25497,Marcus Torres,Bachelors,Skilled Manual
2698,CS13697,Jésus Munoz,Partial College,Clerical
2699,CS13698,Catherine Sanchez,Partial College,Clerical
2823,CS13822,Jay Moyer,Bachelors,Skilled Manual
5410,CS16409,Ebony Moreno,Bachelors,Skilled Manual
5414,CS16413,Julia Gonzalez,High School,Manual
5415,CS16414,Kelly Flores,Partial High School,Manual
5397,CS16396,Keith Rai,Partial High School,Manual
5400,CS16399,Arturo Xu,Bachelors,Clerical
5420,CS16419,Lacey Simpson,High School,Manual
5423,CS16422,Kurt Xu,High School,Manual
5430,CS16429,Jaclyn Luo,Partial College,Clerical
5398,CS16397,Andy Navarro,Partial College,Manual
5412,CS16411,Stanley Sanchez,Partial High School,Manual
8868,CS19867,Juan Sanchez,Partial College,Professional
8869,CS19868,Kyle Jenkins,Bachelors,Management
8872,CS19871,Bryce Rivera,Partial College,Professional
8876,CS19875,Patrick James,Partial College,Professional
695,CS11694,Jonathon Ortega,Bachelors,Skilled Manual
697,CS11696,Mackenzie Campbell,Bachelors,Skilled Manual
698,CS11697,Eduardo Lee,Bachelors,Skilled Manual
700,CS11699,Chase Peterson,Bachelors,Skilled Manual
702,CS11701,David Hayes,Bachelors,Professional
703,CS11702,Jenny Zhou,Bachelors,Professional
704,CS11703,Kaylee Baker,Bachelors,Professional
705,CS11704,Evan Hernandez,Bachelors,Professional
701,CS11700,Xavier Richardson,Bachelors,Professional
706,CS11705,Brooke Richardson,Graduate Degree,Professional
8870,CS19869,Carol Brooks,Partial College,Professional
696,CS11695,Logan Campbell,Bachelors,Skilled Manual
11221,CS22220,Brandon Sharma,High School,Professional
11222,CS22221,Benjamin Kumar,High School,Professional
11223,CS22222,Angel Hill,Partial College,Professional
11245,CS22244,Shelby Howard,Bachelors,Skilled Manual
11246,CS22245,Evan Lopez,Bachelors,Skilled Manual
11247,CS22246,Jacqueline Cox,Bachelors,Skilled Manual
11250,CS22249,Kevin Chen,Graduate Degree,Professional
11251,CS22250,Michael Wilson,Graduate Degree,Professional
11255,CS22254,Fernando Scott,Graduate Degree,Professional
11256,CS22255,Nicole Rogers,Graduate Degree,Professional
11257,CS22256,Edwin Lu,Graduate Degree,Professional
11258,CS22257,Carrie Romero,Graduate Degree,Professional
11260,CS22259,Dalton Mitchell,Bachelors,Professional
11261,CS22260,Courtney Allen,Bachelors,Skilled Manual
11262,CS22261,Isaac Allen,Bachelors,Skilled Manual
11263,CS22262,Marcus Collins,Bachelors,Skilled Manual
11267,CS22266,Rachel Sanders,Graduate Degree,Professional
11270,CS22269,Caleb Yang,Graduate Degree,Professional
11271,CS22270,Antonio Gonzales,Graduate Degree,Professional
11272,CS22271,Connor Mitchell,Graduate Degree,Professional
11273,CS22272,Isabella Kelly,Graduate Degree,Professional
11292,CS22291,Carlos Morris,Bachelors,Professional
11293,CS22292,Stacy Gomez,Bachelors,Professional
11295,CS22294,Rachel Brown,Bachelors,Professional
11296,CS22295,Jade Morgan,Bachelors,Professional
11297,CS22296,Benjamin Johnson,Bachelors,Professional
11298,CS22297,Jasmine Garcia,Bachelors,Professional
11301,CS22300,Kaitlyn Price,Graduate Degree,Professional
11302,CS22301,Abigail Rodriguez,Graduate Degree,Professional
11327,CS22326,Riley Howard,Partial College,Clerical
11328,CS22327,Jake Cai,Partial College,Clerical
11329,CS22328,Grace Anderson,Graduate Degree,Skilled Manual
11330,CS22329,Grace Peterson,Graduate Degree,Skilled Manual
9127,CS20126,Seth Carter,Graduate Degree,Skilled Manual
9128,CS20127,Carlos Sanders,Graduate Degree,Skilled Manual
9130,CS20129,Nicole Stewart,Graduate Degree,Skilled Manual
9182,CS20181,Catherine Brooks,Partial College,Skilled Manual
9184,CS20183,Sophia Allen,Partial College,Skilled Manual
9185,CS20184,Jessica Richardson,High School,Skilled Manual
6450,CS17449,Jackson Adams,Graduate Degree,Management
6452,CS17451,Isabelle Wood,High School,Professional
6453,CS17452,Mitchell Nath,High School,Professional
6454,CS17453,Hailey Reed,High School,Professional
6458,CS17457,Katherine Allen,Partial High School,Skilled Manual
6459,CS17458,Jason Collins,High School,Professional
6460,CS17459,Cassidy Barnes,High School,Professional
6461,CS17460,Megan Murphy,High School,Professional
6463,CS17462,Jesse Rogers,Graduate Degree,Management
6464,CS17463,Nicholas Moore,Graduate Degree,Management
12037,CS23036,Caleb Green,Bachelors,Management
12053,CS23052,Steven Stewart,Graduate Degree,Management
12057,CS23056,Alyssa Perry,High School,Professional
12131,CS23130,Lauren Russell,Bachelors,Management
12302,CS23301,Noah Anderson,Bachelors,Management
12361,CS23360,Marcus Moore,Graduate Degree,Management
12362,CS23361,Chloe Lopez,Graduate Degree,Management
12464,CS23463,Sean Hill,Bachelors,Management
12465,CS23464,Devin Turner,Graduate Degree,Management
12469,CS23468,Sean Roberts,Graduate Degree,Management
12470,CS23469,Christina Gray,Graduate Degree,Management
9201,CS20200,Noah Gonzales,Graduate Degree,Professional
9202,CS20201,Chloe Harris,Graduate Degree,Professional
9204,CS20203,Roy Blanco,Graduate Degree,Professional
9205,CS20204,Renee Carlson,Graduate Degree,Professional
9206,CS20205,Bryce Cox,Bachelors,Professional
9211,CS20210,Stephanie Powell,Graduate Degree,Professional
9273,CS20272,Seth James,High School,Skilled Manual
9275,CS20274,Brent Wang,High School,Skilled Manual
9279,CS20278,Alisha Oliver,High School,Skilled Manual
9280,CS20279,Trevor Henderson,High School,Skilled Manual
9282,CS20281,Karl Xie,High School,Skilled Manual
9286,CS20285,Aaron Alexander,High School,Skilled Manual
9287,CS20286,Stacey Wu,Partial College,Skilled Manual
9289,CS20288,Jeremiah Edwards,Partial College,Skilled Manual
9290,CS20289,Jada Richardson,Partial College,Skilled Manual
9291,CS20290,Austin Simmons,Partial College,Skilled Manual
9292,CS20291,Alexis Walker,High School,Skilled Manual
9188,CS20187,Robert King,Partial College,Skilled Manual
9191,CS20190,Angela Reed,Partial College,Skilled Manual
9193,CS20192,Amber Campbell,Graduate Degree,Professional
9194,CS20193,Alyssa Gray,Graduate Degree,Professional
9195,CS20194,Connor Campbell,Partial College,Skilled Manual
9196,CS20195,Blake Wilson,Partial College,Skilled Manual
9198,CS20197,Olivia Johnson,Partial College,Skilled Manual
9199,CS20198,Sierra Evans,Bachelors,Professional
7870,CS18869,Ashley Flores,Partial College,Professional
7871,CS18870,Ana Barnes,Partial College,Professional
7874,CS18873,Austin Rodriguez,Graduate Degree,Management
7875,CS18874,Julia Green,Graduate Degree,Management
9186,CS20185,Xavier Cooper,High School,Skilled Manual
9197,CS20196,Cameron Perry,Partial College,Skilled Manual
12360,CS23359,Dalton Alexander,Graduate Degree,Management
9208,CS20207,Angel Bailey,Bachelors,Professional
11224,CS22223,Gabrielle Parker,Partial College,Professional
11254,CS22253,Stephanie Reed,Graduate Degree,Professional
7873,CS18872,Miguel Severino,Graduate Degree,Management
11299,CS22298,Marcus Williams,Bachelors,Professional
9129,CS20128,Ian Miller,Graduate Degree,Skilled Manual
6448,CS17447,Sydney Lewis,Graduate Degree,Management
6457,CS17456,Trevor Wood,Partial High School,Skilled Manual
11259,CS22258,Jessica Reed,Graduate Degree,Professional
11274,CS22273,Patricia Rodriguez,Bachelors,Professional
9181,CS20180,Amanda Sanders,Partial College,Skilled Manual
6462,CS17461,Sara Allen,High School,Professional
9192,CS20191,Chad Rai,Graduate Degree,Professional
6465,CS17464,Jeremy Rodriguez,Graduate Degree,Management
11249,CS22248,Gary Ramos,Bachelors,Skilled Manual
11264,CS22263,Patrick Blue,Bachelors,Skilled Manual
9288,CS20287,Destiny Simmons,Partial College,Skilled Manual
11294,CS22293,Jasmine Johnson,Bachelors,Professional
9320,CS20319,Dylan Alexander,Graduate Degree,Skilled Manual
9321,CS20320,Mindy Nath,Graduate Degree,Skilled Manual
9322,CS20321,Colleen Chen,Graduate Degree,Skilled Manual
9324,CS20323,Justin Coleman,Partial College,Professional
9325,CS20324,Ashley Rodriguez,Partial College,Professional
